location,location_type,topic,start_year,percent_no_change,percent_slight_loss,percent_large_loss,percent_slight_increase,percent_large_increase,total_orgs
DC,state,6 International and Foreign Affairs,2002,8.36,8.09,32.88,6.47,44.2,371.0
DC,state,7 Religion Related,2002,9.52,1.59,39.68,12.7,36.51,63.0
DC,state,8 Other,2002,8.15,8.71,35.81,7.3,40.03,712.0
DE,state,1 Arts,2002,3.23,7.53,35.48,15.05,38.71,93.0
DE,state,2a Higher Education,2002,50.0,0.0,0.0,0.0,50.0,6.0
DE,state,2b Other Education,2002,12.23,7.19,30.22,11.51,38.85,139.0
DE,state,3 Environment and Animals,2002,12.5,12.5,37.5,4.17,33.33,24.0
DE,state,4a Hospitals,2002,0.0,0.0,0.0,0.0,100.0,3.0
DE,state,4b Other Health,2002,10.11,11.24,24.72,13.48,40.45,89.0
DE,state,5 Human Services,2002,15.79,10.82,26.32,15.79,31.29,342.0
DE,state,6 International and Foreign Affairs,2002,0.0,0.0,25.0,25.0,50.0,8.0
DE,state,7 Religion Related,2002,3.45,13.79,20.69,20.69,41.38,29.0
DE,state,8 Other,2002,10.2,7.14,40.82,5.1,36.73,98.0
FL,state,1 Arts,2002,10.41,11.34,26.12,10.82,41.31,961.0
FL,state,2a Higher Education,2002,9.8,7.84,17.65,11.76,52.94,51.0
FL,state,2b Other Education,2002,10.7,9.15,26.24,11.1,42.8,1486.0
FL,state,3 Environment and Animals,2002,8.24,8.24,28.73,10.02,44.77,449.0
FL,state,4a Hospitals,2002,13.01,9.76,24.39,22.76,30.08,123.0
FL,state,4b Other Health,2002,12.27,8.03,24.23,13.3,42.17,1271.0
FL,state,5 Human Services,2002,14.39,10.13,23.37,14.36,37.75,3385.0
FL,state,6 International and Foreign Affairs,2002,11.83,5.91,29.03,6.45,46.77,186.0
FL,state,7 Religion Related,2002,12.28,8.82,27.75,8.67,42.49,692.0
FL,state,8 Other,2002,9.3,8.36,32.02,9.48,40.85,1065.0
GA,state,1 Arts,2002,10.13,8.59,33.26,9.69,38.33,454.0
GA,state,2a Higher Education,2002,17.5,10.0,27.5,10.0,35.0,40.0
GA,state,2b Other Education,2002,13.0,11.74,30.4,11.43,33.44,954.0
GA,state,3 Environment and Animals,2002,9.41,7.92,30.69,5.94,46.04,202.0
GA,state,4a Hospitals,2002,15.63,3.13,11.46,27.08,42.71,96.0
GA,state,4b Other Health,2002,12.93,9.69,27.83,12.21,37.34,557.0
GA,state,5 Human Services,2002,14.15,11.92,24.77,13.16,36.0,1611.0
GA,state,6 International and Foreign Affairs,2002,3.7,12.35,30.86,6.17,46.91,81.0
GA,state,7 Religion Related,2002,10.12,8.68,31.82,10.12,39.26,484.0
GA,state,8 Other,2002,9.97,8.61,29.39,9.46,42.57,592.0
HI,state,1 Arts,2002,8.29,12.44,30.05,5.18,44.04,193.0
HI,state,2a Higher Education,2002,11.11,11.11,22.22,11.11,44.44,9.0
HI,state,2b Other Education,2002,7.77,16.58,25.91,7.77,41.97,193.0
HI,state,3 Environment and Animals,2002,5.08,3.39,35.59,11.86,44.07,59.0
HI,state,4a Hospitals,2002,9.09,13.64,22.73,18.18,36.36,22.0
HI,state,4b Other Health,2002,14.84,9.38,28.13,12.5,35.16,128.0
HI,state,5 Human Services,2002,16.81,11.88,24.64,14.2,32.46,345.0
HI,state,6 International and Foreign Affairs,2002,18.18,9.09,50.0,4.55,18.18,22.0
HI,state,7 Religion Related,2002,13.33,4.44,35.56,11.11,35.56,45.0
HI,state,8 Other,2002,9.32,5.93,33.05,15.25,36.44,118.0
IA,state,1 Arts,2002,7.61,7.61,32.87,12.8,39.1,289.0
IA,state,2a Higher Education,2002,15.79,15.79,10.53,18.42,39.47,38.0
IA,state,2b Other Education,2002,13.22,8.23,26.93,8.98,42.64,401.0
IA,state,3 Environment and Animals,2002,8.7,9.78,30.43,14.13,36.96,92.0
IA,state,4a Hospitals,2002,16.67,6.67,10.0,26.67,40.0,60.0
IA,state,4b Other Health,2002,13.97,11.27,18.63,16.67,39.46,408.0
IA,state,5 Human Services,2002,18.91,11.97,20.99,17.17,30.96,1153.0
IA,state,6 International and Foreign Affairs,2002,10.71,17.86,17.86,14.29,39.29,28.0
IA,state,7 Religion Related,2002,15.6,8.26,23.85,9.17,43.12,109.0
IA,state,8 Other,2002,11.02,9.92,29.75,10.19,39.12,363.0
ID,state,1 Arts,2002,10.81,7.21,34.23,12.61,35.14,111.0
ID,state,2a Higher Education,2002,0.0,0.0,0.0,0.0,100.0,3.0
ID,state,2b Other Education,2002,8.47,9.32,22.03,11.86,48.31,118.0
ID,state,3 Environment and Animals,2002,6.85,6.85,32.88,10.96,42.47,73.0
ID,state,4a Hospitals,2002,28.57,0.0,7.14,42.86,21.43,14.0
ID,state,4b Other Health,2002,10.91,4.55,32.73,10.0,41.82,110.0
ID,state,5 Human Services,2002,12.9,12.9,22.58,13.98,37.63,372.0
ID,state,6 International and Foreign Affairs,2002,0.0,0.0,0.0,0.0,100.0,4.0
ID,state,7 Religion Related,2002,9.26,11.11,33.33,9.26,37.04,54.0
ID,state,8 Other,2002,19.28,9.64,28.92,8.43,33.73,83.0
IL,state,1 Arts,2002,10.48,10.37,31.98,10.16,37.01,935.0
IL,state,2a Higher Education,2002,20.0,8.57,17.14,17.14,37.14,70.0
IL,state,2b Other Education,2002,13.59,11.3,25.2,11.98,37.93,1611.0
IL,state,3 Environment and Animals,2002,7.57,9.56,33.07,9.56,40.24,251.0
IL,state,4a Hospitals,2002,14.21,5.46,14.75,29.51,36.07,183.0
IL,state,4b Other Health,2002,15.79,11.43,22.78,14.46,35.54,1286.0
IL,state,5 Human Services,2002,16.46,13.71,22.32,16.79,30.73,3056.0
IL,state,6 International and Foreign Affairs,2002,10.2,10.88,32.65,6.8,39.46,147.0
IL,state,7 Religion Related,2002,11.0,9.75,30.71,11.0,37.55,482.0
IL,state,8 Other,2002,9.01,10.47,35.33,9.7,35.49,1299.0
IN,state,1 Arts,2002,11.33,11.56,29.56,10.67,36.89,450.0
IN,state,2a Higher Education,2002,14.29,5.71,22.86,2.86,54.29,35.0
IN,state,2b Other Education,2002,11.23,8.35,29.44,11.53,39.45,659.0
IN,state,3 Environment and Animals,2002,14.55,10.3,32.12,6.06,36.97,165.0
IN,state,4a Hospitals,2002,16.47,8.24,8.24,20.0,47.06,85.0
IN,state,4b Other Health,2002,13.32,11.07,22.49,15.4,37.72,578.0
IN,state,5 Human Services,2002,14.7,11.72,24.72,13.83,35.03,2047.0
IN,state,6 International and Foreign Affairs,2002,11.48,9.84,27.87,9.84,40.98,61.0
IN,state,7 Religion Related,2002,10.89,12.87,33.0,10.89,32.34,303.0
IN,state,8 Other,2002,9.97,10.29,34.8,7.52,37.42,612.0
KS,state,1 Arts,2002,8.3,12.08,27.17,12.83,39.62,265.0
KS,state,2a Higher Education,2002,8.0,24.0,20.0,16.0,32.0,25.0
KS,state,2b Other Education,2002,10.47,11.34,29.07,13.08,36.05,344.0
KS,state,3 Environment and Animals,2002,4.55,4.55,30.3,10.61,50.0,66.0
KS,state,4a Hospitals,2002,25.76,10.61,13.64,18.18,31.82,66.0
KS,state,4b Other Health,2002,13.65,6.96,27.3,15.04,37.05,359.0
KS,state,5 Human Services,2002,21.58,11.48,21.81,14.24,30.88,871.0
KS,state,6 International and Foreign Affairs,2002,6.9,6.9,27.59,13.79,44.83,29.0
KS,state,7 Religion Related,2002,9.35,9.35,42.06,7.48,31.78,107.0
KS,state,8 Other,2002,10.22,13.31,32.51,11.46,32.51,323.0
KY,state,1 Arts,2002,10.28,10.28,34.78,9.49,35.18,253.0
KY,state,2a Higher Education,2002,12.0,20.0,24.0,12.0,32.0,25.0
KY,state,2b Other Education,2002,10.0,11.14,29.77,14.32,34.77,440.0
KY,state,3 Environment and Animals,2002,4.08,7.14,25.51,13.27,50.0,98.0
KY,state,4a Hospitals,2002,23.19,4.35,5.8,37.68,28.99,69.0
KY,state,4b Other Health,2002,14.71,9.31,25.53,14.41,36.04,333.0
KY,state,5 Human Services,2002,16.68,9.46,26.14,13.29,34.43,1121.0
KY,state,6 International and Foreign Affairs,2002,4.35,17.39,30.43,8.7,39.13,23.0
KY,state,7 Religion Related,2002,12.74,8.28,27.39,16.56,35.03,157.0
KY,state,8 Other,2002,11.04,9.78,37.85,7.57,33.75,317.0
LA,state,1 Arts,2002,9.36,13.62,29.36,10.64,37.02,235.0
LA,state,2a Higher Education,2002,25.0,12.5,18.75,6.25,37.5,16.0
LA,state,2b Other Education,2002,15.22,12.54,23.88,9.85,38.51,335.0
LA,state,3 Environment and Animals,2002,8.86,7.59,36.71,10.13,36.71,79.0
LA,state,4a Hospitals,2002,19.05,9.52,9.52,33.33,28.57,42.0
LA,state,4b Other Health,2002,8.81,11.95,24.84,12.89,41.51,318.0
LA,state,5 Human Services,2002,16.93,11.41,20.3,16.93,34.42,1069.0
LA,state,6 International and Foreign Affairs,2002,6.25,0.0,50.0,12.5,31.25,16.0
LA,state,7 Religion Related,2002,14.53,8.14,26.16,9.3,41.86,172.0
LA,state,8 Other,2002,11.46,8.68,33.33,9.03,37.5,288.0
MA,state,1 Arts,2002,9.53,10.43,30.98,10.63,38.43,1007.0
MA,state,2a Higher Education,2002,9.33,12.0,25.33,18.67,34.67,75.0
MA,state,2b Other Education,2002,12.59,10.07,27.78,13.26,36.3,1350.0
MA,state,3 Environment and Animals,2002,7.26,9.46,38.8,6.31,38.17,317.0
MA,state,4a Hospitals,2002,9.0,11.0,7.0,26.0,47.0,100.0
MA,state,4b Other Health,2002,14.38,12.61,23.25,16.35,33.4,1015.0
MA,state,5 Human Services,2002,17.97,12.4,22.18,15.55,31.89,2637.0
MA,state,6 International and Foreign Affairs,2002,7.1,8.88,27.22,9.47,47.34,169.0
MA,state,7 Religion Related,2002,9.14,9.14,28.57,11.43,41.71,175.0
MA,state,8 Other,2002,9.96,7.29,37.18,8.87,36.7,823.0
MD,state,1 Arts,2002,9.48,10.44,34.04,11.03,35.01,517.0
MD,state,2a Higher Education,2002,16.67,13.33,16.67,6.67,46.67,30.0
MD,state,2b Other Education,2002,11.97,11.39,28.77,12.77,35.1,869.0
MD,state,3 Environment and Animals,2002,10.26,8.72,30.26,9.23,41.54,195.0
MD,state,4a Hospitals,2002,15.71,2.86,14.29,44.29,22.86,70.0
MD,state,4b Other Health,2002,13.0,10.21,24.79,13.49,38.52,823.0
MD,state,5 Human Services,2002,15.36,9.44,25.2,13.58,36.42,1738.0
MD,state,6 International and Foreign Affairs,2002,8.46,3.85,40.77,6.15,40.77,130.0
MD,state,7 Religion Related,2002,8.99,12.7,29.63,6.88,41.8,189.0
MD,state,8 Other,2002,9.72,9.09,32.13,10.19,38.87,638.0
ME,state,1 Arts,2002,8.29,10.88,27.46,11.4,41.97,193.0
ME,state,2a Higher Education,2002,6.25,0.0,18.75,18.75,56.25,16.0
ME,state,2b Other Education,2002,9.23,7.75,27.31,10.7,45.02,271.0
ME,state,3 Environment and Animals,2002,6.8,8.16,36.05,4.76,44.22,147.0
ME,state,4a Hospitals,2002,8.51,6.38,12.77,29.79,42.55,47.0
ME,state,4b Other Health,2002,10.0,10.65,17.74,21.94,39.68,310.0
ME,state,5 Human Services,2002,17.38,11.85,17.85,15.64,37.28,633.0
ME,state,6 International and Foreign Affairs,2002,10.53,0.0,47.37,5.26,36.84,19.0
ME,state,7 Religion Related,2002,8.82,11.76,23.53,14.71,41.18,34.0
ME,state,8 Other,2002,10.74,6.71,35.57,12.08,34.9,149.0
MI,state,1 Arts,2002,9.84,10.71,33.14,8.25,38.06,691.0
MI,state,2a Higher Education,2002,16.95,5.08,10.17,25.42,42.37,59.0
MI,state,2b Other Education,2002,12.45,11.55,29.28,10.86,35.86,1004.0
MI,state,3 Environment and Animals,2002,8.95,10.51,26.85,9.73,43.97,257.0
MI,state,4a Hospitals,2002,15.6,7.8,11.35,34.04,31.21,141.0
MI,state,4b Other Health,2002,14.18,11.83,28.04,12.47,33.48,938.0
MI,state,5 Human Services,2002,17.17,13.32,23.4,15.36,30.75,2598.0
MI,state,6 International and Foreign Affairs,2002,8.64,11.11,25.93,6.17,48.15,81.0
MI,state,7 Religion Related,2002,12.15,12.43,28.81,12.43,34.18,354.0
MI,state,8 Other,2002,11.73,11.49,31.44,8.71,36.64,827.0
MN,state,1 Arts,2002,8.83,12.15,32.49,11.04,35.49,634.0
MN,state,2a Higher Education,2002,12.9,16.13,9.68,19.35,41.94,31.0
MN,state,2b Other Education,2002,10.71,13.36,23.68,13.62,38.62,756.0
MN,state,3 Environment and Animals,2002,10.73,10.24,31.71,6.83,40.49,205.0
MN,state,4a Hospitals,2002,14.94,1.15,3.45,26.44,54.02,87.0
MN,state,4b Other Health,2002,13.39,11.34,22.99,14.96,37.32,635.0
MN,state,5 Human Services,2002,16.0,10.47,23.51,17.37,32.65,2331.0
MN,state,6 International and Foreign Affairs,2002,8.25,8.25,30.93,14.43,38.14,97.0
MN,state,7 Religion Related,2002,12.46,8.3,29.07,11.76,38.41,289.0
MN,state,8 Other,2002,10.04,7.86,33.33,9.46,39.3,687.0
MO,state,1 Arts,2002,11.03,12.01,31.37,9.8,35.78,408.0
MO,state,2a Higher Education,2002,7.32,12.2,9.76,14.63,56.1,41.0
MO,state,2b Other Education,2002,12.25,11.1,30.55,12.54,33.57,694.0
MO,state,3 Environment and Animals,2002,4.35,15.65,31.3,5.22,43.48,115.0
MO,state,4a Hospitals,2002,11.24,10.11,16.85,28.09,33.71,89.0
MO,state,4b Other Health,2002,16.4,10.47,23.56,12.57,37.0,573.0
MO,state,5 Human Services,2002,17.09,12.63,22.93,13.46,33.89,1679.0
MO,state,6 International and Foreign Affairs,2002,11.11,14.29,28.57,9.52,36.51,63.0
MO,state,7 Religion Related,2002,13.64,8.44,31.17,11.36,35.39,308.0
MO,state,8 Other,2002,11.43,11.43,29.18,10.75,37.2,586.0
MS,state,1 Arts,2002,10.0,7.5,39.17,7.5,35.83,120.0
MS,state,2a Higher Education,2002,25.0,0.0,33.33,0.0,41.67,12.0
MS,state,2b Other Education,2002,16.59,9.61,30.13,11.35,32.31,229.0
MS,state,3 Environment and Animals,2002,11.11,8.89,26.67,4.44,48.89,45.0
MS,state,4a Hospitals,2002,19.51,17.07,4.88,17.07,41.46,41.0
MS,state,4b Other Health,2002,16.94,9.84,22.4,16.39,34.43,183.0
MS,state,5 Human Services,2002,16.97,11.58,24.55,12.38,34.53,501.0
MS,state,6 International and Foreign Affairs,2002,6.25,25.0,18.75,6.25,43.75,16.0
MS,state,7 Religion Related,2002,9.71,9.71,30.1,11.65,38.83,103.0
MS,state,8 Other,2002,13.83,10.64,27.13,11.17,37.23,188.0
MT,state,1 Arts,2002,9.03,8.39,22.58,9.68,50.32,155.0
MT,state,2a Higher Education,2002,9.09,9.09,18.18,36.36,27.27,11.0
MT,state,2b Other Education,2002,12.95,10.79,22.3,10.07,43.88,139.0
MT,state,3 Environment and Animals,2002,7.96,10.62,40.71,12.39,28.32,113.0
MT,state,4a Hospitals,2002,11.11,17.78,2.22,37.78,31.11,45.0
MT,state,4b Other Health,2002,11.36,12.12,25.0,10.61,40.91,132.0
MT,state,5 Human Services,2002,16.15,11.67,24.32,15.56,32.3,514.0
MT,state,6 International and Foreign Affairs,2002,0.0,5.0,25.0,10.0,60.0,20.0
MT,state,7 Religion Related,2002,10.53,13.16,26.32,10.53,39.47,38.0
MT,state,8 Other,2002,9.21,9.21,37.5,9.21,34.87,152.0
NC,state,1 Arts,2002,10.53,9.75,31.27,11.92,36.53,646.0
NC,state,2a Higher Education,2002,24.53,11.32,22.64,5.66,35.85,53.0
NC,state,2b Other Education,2002,12.7,11.04,29.65,10.65,35.96,1268.0
NC,state,3 Environment and Animals,2002,7.59,7.59,30.8,10.27,43.75,224.0
NC,state,4a Hospitals,2002,13.48,7.87,10.11,31.46,37.08,89.0
NC,state,4b Other Health,2002,15.13,10.05,24.94,12.95,36.92,826.0
NC,state,5 Human Services,2002,16.5,11.15,22.26,12.88,37.21,2260.0
NC,state,6 International and Foreign Affairs,2002,3.13,10.94,21.88,14.06,50.0,64.0
NC,state,7 Religion Related,2002,10.75,9.0,27.5,10.25,42.5,400.0
NC,state,8 Other,2002,10.25,9.72,32.06,9.33,38.63,761.0
ND,state,1 Arts,2002,13.75,11.25,23.75,20.0,31.25,80.0
ND,state,2a Higher Education,2002,16.67,0.0,0.0,0.0,83.33,6.0
ND,state,2b Other Education,2002,9.64,8.43,26.51,13.25,42.17,83.0
ND,state,3 Environment and Animals,2002,21.74,13.04,26.09,4.35,34.78,23.0
ND,state,4a Hospitals,2002,27.03,10.81,5.41,27.03,29.73,37.0
ND,state,4b Other Health,2002,16.92,11.54,20.77,17.69,33.08,130.0
ND,state,5 Human Services,2002,20.64,12.79,18.6,13.37,34.59,344.0
ND,state,6 International and Foreign Affairs,2002,22.22,0.0,22.22,0.0,55.56,9.0
ND,state,7 Religion Related,2002,20.0,12.0,20.0,20.0,28.0,25.0
ND,state,8 Other,2002,17.65,16.67,25.49,9.8,30.39,102.0
NE,state,1 Arts,2002,8.89,7.22,37.78,7.22,38.89,180.0
NE,state,2a Higher Education,2002,29.41,29.41,0.0,17.65,23.53,17.0
NE,state,2b Other Education,2002,11.76,10.78,25.98,11.27,40.2,204.0
NE,state,3 Environment and Animals,2002,10.42,12.5,29.17,10.42,37.5,48.0
NE,state,4a Hospitals,2002,16.67,2.08,4.17,39.58,37.5,48.0
NE,state,4b Other Health,2002,13.95,12.79,24.42,15.12,33.72,258.0
NE,state,5 Human Services,2002,16.97,10.57,20.17,16.69,35.61,719.0
NE,state,6 International and Foreign Affairs,2002,8.33,0.0,58.33,8.33,25.0,12.0
NE,state,7 Religion Related,2002,4.0,8.0,25.33,10.67,52.0,75.0
NE,state,8 Other,2002,7.66,8.06,29.84,8.06,46.37,248.0
NH,state,1 Arts,2002,12.99,7.91,31.07,10.17,37.85,177.0
NH,state,2a Higher Education,2002,12.5,0.0,12.5,37.5,37.5,16.0
NH,state,2b Other Education,2002,15.27,9.92,26.34,12.6,35.88,262.0
NH,state,3 Environment and Animals,2002,7.79,6.49,27.27,9.09,49.35,77.0
NH,state,4a Hospitals,2002,19.44,0.0,11.11,13.89,55.56,36.0
NH,state,4b Other Health,2002,20.0,11.58,16.32,15.79,36.32,190.0
NH,state,5 Human Services,2002,17.96,11.09,20.07,18.49,32.39,568.0
NH,state,6 International and Foreign Affairs,2002,6.25,25.0,12.5,31.25,25.0,16.0
NH,state,7 Religion Related,2002,11.11,7.41,33.33,3.7,44.44,27.0
NH,state,8 Other,2002,7.04,9.15,31.69,10.56,41.55,142.0
NJ,state,1 Arts,2002,9.88,10.89,28.98,11.22,39.03,597.0
NJ,state,2a Higher Education,2002,8.7,13.04,4.35,30.43,43.48,23.0
NJ,state,2b Other Education,2002,12.31,10.48,23.25,15.98,37.98,1527.0
NJ,state,3 Environment and Animals,2002,7.37,6.84,36.84,7.89,41.05,190.0
NJ,state,4a Hospitals,2002,19.15,6.38,13.83,22.34,38.3,94.0
NJ,state,4b Other Health,2002,13.9,10.9,23.2,12.5,39.5,1000.0
NJ,state,5 Human Services,2002,14.63,12.01,23.64,15.31,34.42,2365.0
NJ,state,6 International and Foreign Affairs,2002,7.89,8.77,27.19,7.89,48.25,114.0
NJ,state,7 Religion Related,2002,11.57,11.19,24.25,12.31,40.67,268.0
NJ,state,8 Other,2002,11.55,10.82,32.75,9.36,35.53,684.0
NM,state,1 Arts,2002,8.58,5.15,33.48,11.59,41.2,233.0
NM,state,2a Higher Education,2002,20.0,13.33,20.0,6.67,40.0,15.0
NM,state,2b Other Education,2002,12.55,12.55,24.7,10.53,39.68,247.0
NM,state,3 Environment and Animals,2002,10.78,2.94,33.33,8.82,44.12,102.0
NM,state,4a Hospitals,2002,8.33,0.0,33.33,16.67,41.67,12.0
NM,state,4b Other Health,2002,13.73,13.24,20.1,13.24,39.71,204.0
NM,state,5 Human Services,2002,13.75,9.11,21.07,16.61,39.46,560.0
NM,state,6 International and Foreign Affairs,2002,11.11,0.0,16.67,5.56,66.67,18.0
NM,state,7 Religion Related,2002,16.67,15.15,28.79,4.55,34.85,66.0
NM,state,8 Other,2002,10.64,6.38,29.26,9.04,44.68,188.0
NV,state,1 Arts,2002,11.83,8.6,31.18,6.45,41.94,93.0
NV,state,2a Higher Education,2002,20.0,0.0,20.0,20.0,40.0,5.0
NV,state,2b Other Education,2002,13.61,8.16,36.73,7.48,34.01,147.0
NV,state,3 Environment and Animals,2002,9.3,2.33,20.93,11.63,55.81,43.0
NV,state,4a Hospitals,2002,0.0,0.0,0.0,37.5,62.5,8.0
NV,state,4b Other Health,2002,11.28,10.53,23.31,9.02,45.86,133.0
NV,state,5 Human Services,2002,12.36,12.36,22.99,11.78,40.52,348.0
NV,state,6 International and Foreign Affairs,2002,14.29,14.29,42.86,0.0,28.57,7.0
NV,state,7 Religion Related,2002,7.69,7.69,30.77,23.08,30.77,26.0
NV,state,8 Other,2002,5.1,5.1,37.76,8.16,43.88,98.0
NY,state,1 Arts,2002,9.42,10.6,33.28,9.11,37.59,2623.0
NY,state,2a Higher Education,2002,9.45,10.24,22.83,20.47,37.01,127.0
NY,state,2b Other Education,2002,13.03,10.17,24.16,14.55,38.08,2831.0
NY,state,3 Environment and Animals,2002,7.13,8.91,30.89,9.9,43.17,505.0
NY,state,4a Hospitals,2002,19.26,4.51,7.79,33.61,34.84,244.0
NY,state,4b Other Health,2002,15.18,9.59,22.87,16.13,36.23,2523.0
NY,state,5 Human Services,2002,18.46,11.67,21.44,16.26,32.17,5868.0
NY,state,6 International and Foreign Affairs,2002,6.99,6.83,33.33,8.94,43.9,615.0
NY,state,7 Religion Related,2002,12.81,10.5,27.48,9.78,39.42,695.0
NY,state,8 Other,2002,10.28,10.87,32.55,9.6,36.7,2052.0
OH,state,1 Arts,2002,9.03,11.12,34.36,9.25,36.23,908.0
OH,state,2a Higher Education,2002,14.29,12.86,21.43,17.14,34.29,70.0
OH,state,2b Other Education,2002,11.67,11.8,28.6,11.0,36.93,1500.0
OH,state,3 Environment and Animals,2002,9.16,9.52,29.67,8.42,43.22,273.0
OH,state,4a Hospitals,2002,8.72,5.81,11.05,29.65,44.77,172.0
OH,state,4b Other Health,2002,15.1,13.15,24.18,16.43,31.14,1278.0
OH,state,5 Human Services,2002,17.16,12.46,22.88,16.23,31.26,3851.0
OH,state,6 International and Foreign Affairs,2002,8.25,8.25,35.05,12.37,36.08,97.0
OH,state,7 Religion Related,2002,10.64,8.27,30.5,12.77,37.83,423.0
OH,state,8 Other,2002,9.37,9.29,36.48,8.84,36.03,1324.0
OK,state,1 Arts,2002,11.54,10.26,31.2,11.97,35.04,234.0
OK,state,2a Higher Education,2002,6.25,12.5,18.75,18.75,43.75,16.0
OK,state,2b Other Education,2002,12.3,9.63,30.48,10.96,36.63,374.0
OK,state,3 Environment and Animals,2002,13.7,4.11,27.4,10.96,43.84,73.0
OK,state,4a Hospitals,2002,6.9,6.9,20.69,17.24,48.28,58.0
OK,state,4b Other Health,2002,13.44,12.79,29.18,11.48,33.11,305.0
OK,state,5 Human Services,2002,17.8,12.4,25.26,12.86,31.69,871.0
OK,state,6 International and Foreign Affairs,2002,8.33,13.89,19.44,13.89,44.44,36.0
OK,state,7 Religion Related,2002,12.79,12.4,31.4,10.47,32.95,258.0
OK,state,8 Other,2002,12.12,11.78,33.33,8.75,34.01,297.0
OR,state,1 Arts,2002,12.41,7.88,28.64,12.65,38.42,419.0
OR,state,2a Higher Education,2002,3.85,7.69,23.08,3.85,61.54,26.0
OR,state,2b Other Education,2002,10.71,7.95,29.22,11.04,41.07,616.0
OR,state,3 Environment and Animals,2002,6.8,8.8,30.4,7.6,46.4,250.0
OR,state,4a Hospitals,2002,12.2,7.32,9.76,29.27,41.46,41.0
OR,state,4b Other Health,2002,12.69,10.2,29.6,9.95,37.56,402.0
OR,state,5 Human Services,2002,13.8,11.62,23.53,14.78,36.27,1428.0
OR,state,6 International and Foreign Affairs,2002,4.35,7.25,33.33,10.14,44.93,69.0
OR,state,7 Religion Related,2002,12.56,12.56,31.66,7.04,36.18,199.0
OR,state,8 Other,2002,7.61,7.87,34.77,10.66,39.09,394.0
PA,state,1 Arts,2002,9.97,10.99,33.39,10.05,35.6,1174.0
PA,state,2a Higher Education,2002,8.82,12.75,22.55,16.67,39.22,102.0
PA,state,2b Other Education,2002,13.6,11.96,25.5,12.81,36.13,1882.0
PA,state,3 Environment and Animals,2002,8.74,7.92,31.97,8.2,43.17,366.0
PA,state,4a Hospitals,2002,15.36,6.37,16.85,24.34,37.08,267.0
PA,state,4b Other Health,2002,14.36,11.01,21.17,15.83,37.63,1762.0
PA,state,5 Human Services,2002,17.01,10.65,22.2,16.2,33.94,4234.0
PA,state,6 International and Foreign Affairs,2002,6.62,13.24,32.35,11.76,36.03,136.0
PA,state,7 Religion Related,2002,16.04,12.48,28.12,10.89,32.48,505.0
PA,state,8 Other,2002,8.64,8.87,36.16,9.33,37.01,1297.0
RI,state,1 Arts,2002,8.86,12.66,37.34,5.06,36.08,158.0
RI,state,2a Higher Education,2002,0.0,9.09,9.09,18.18,63.64,11.0
RI,state,2b Other Education,2002,12.56,8.04,28.64,11.56,39.2,199.0
RI,state,3 Environment and Animals,2002,8.51,0.0,40.43,10.64,40.43,47.0
RI,state,4a Hospitals,2002,13.33,6.67,13.33,33.33,33.33,15.0
RI,state,4b Other Health,2002,11.06,10.6,28.11,12.44,37.79,217.0
RI,state,5 Human Services,2002,16.67,10.42,18.98,14.12,39.81,432.0
RI,state,6 International and Foreign Affairs,2002,12.5,12.5,37.5,12.5,25.0,8.0
RI,state,7 Religion Related,2002,14.63,9.76,36.59,7.32,31.71,41.0
RI,state,8 Other,2002,6.09,7.89,33.69,6.45,45.88,279.0
SC,state,1 Arts,2002,10.25,11.48,28.69,7.38,42.21,244.0
SC,state,2a Higher Education,2002,3.57,7.14,17.86,10.71,60.71,28.0
SC,state,2b Other Education,2002,9.77,14.14,30.15,13.31,32.64,481.0
SC,state,3 Environment and Animals,2002,7.84,8.82,34.31,5.88,43.14,102.0
SC,state,4a Hospitals,2002,6.45,6.45,16.13,19.35,51.61,31.0
SC,state,4b Other Health,2002,12.9,12.58,26.45,10.65,37.42,310.0
SC,state,5 Human Services,2002,16.39,9.68,25.41,14.19,34.32,909.0
SC,state,6 International and Foreign Affairs,2002,6.9,13.79,34.48,10.34,34.48,29.0
SC,state,7 Religion Related,2002,8.28,10.34,32.41,8.28,40.69,145.0
SC,state,8 Other,2002,13.22,8.47,34.58,10.85,32.88,295.0
SD,state,1 Arts,2002,7.78,13.33,31.11,7.78,40.0,90.0
SD,state,2a Higher Education,2002,25.0,0.0,33.33,8.33,33.33,12.0
SD,state,2b Other Education,2002,7.96,7.08,30.97,15.04,38.94,113.0
SD,state,3 Environment and Animals,2002,10.0,3.33,33.33,20.0,33.33,30.0
SD,state,4a Hospitals,2002,21.05,0.0,13.16,15.79,50.0,38.0
SD,state,4b Other Health,2002,8.62,6.9,19.83,18.1,46.55,116.0
SD,state,5 Human Services,2002,18.8,8.17,22.62,18.26,32.15,367.0
SD,state,6 International and Foreign Affairs,2002,20.0,20.0,20.0,0.0,40.0,5.0
SD,state,7 Religion Related,2002,7.14,3.57,35.71,7.14,46.43,28.0
SD,state,8 Other,2002,6.32,6.32,32.63,13.68,41.05,95.0
TN,state,1 Arts,2002,10.18,10.48,30.84,11.38,37.13,334.0
TN,state,2a Higher Education,2002,10.0,10.0,16.0,22.0,42.0,50.0
TN,state,2b Other Education,2002,10.77,9.04,28.46,11.54,40.19,520.0
TN,state,3 Environment and Animals,2002,10.49,9.09,28.67,7.69,44.06,143.0
TN,state,4a Hospitals,2002,7.04,5.63,14.08,22.54,50.7,71.0
